Topic,Medium,How,Items
Censorship,Crowdfunding,Labeling,1
Censorship,Crowdfunding,Licensing,1
Censorship,Crowdfunding,Marginalisation,1
Censorship,Crowdfunding,Metamoderation,1
Censorship,Crowdfunding,Modification,1
Censorship,Crowdfunding,Obfuscation,1
Censorship,Crowdfunding,Profiling,1
Censorship,Crowdfunding,Removal,1
Censorship,Crowdfunding,Restricting access,1
Censorship,Crowdfunding,Review,1
Censorship,Crowdfunding,Self-censorship,1
Censorship,Cryptocurrency,Filtering,1
Censorship,Cryptocurrency,Profiling,1
Censorship,Cryptocurrency,Removal,1
Censorship,Cryptocurrency,Restricting access,1
Censorship,Decentralized social media,Blocking,1
Censorship,Decentralized social media,Enframing,1
Censorship,Decentralized social media,Filtering,1
Censorship,Decentralized social media,Profiling,1
Censorship,Decentralized social media,Review,1
Censorship,Deliberation platform,Balancing,1
Censorship,Deliberation platform,Blocking,1
Censorship,Deliberation platform,Correcting,1
Censorship,Deliberation platform,Deplatforming,1
Censorship,Deliberation platform,Disclosure,1
Censorship,Deliberation platform,Enframing,1
Censorship,Deliberation platform,Intermediate,1
Censorship,Deliberation platform,Labeling,1
Censorship,Deliberation platform,Metamoderation,1
Censorship,Deliberation platform,Removal from circulation,1
Censorship,Deliberation platform,Review,1
Censorship,Deliberation platform,Scheduling,1
Censorship,Digital media,Coersive,1
Censorship,Digital media,Correcting,1
Censorship,Digital media,Deplatforming,1
Censorship,Digital media,Economic,1
Censorship,Digital media,Filtering,1
Censorship,Digital media,Labeling,1
Censorship,Digital media,Obfuscation,1
Censorship,E-commerce,Blocking,1
Censorship,E-commerce,Deplatforming,1
Censorship,E-commerce,Disclosure,1
Censorship,E-commerce,Economic,1
Censorship,E-commerce,Labeling,1
Censorship,E-commerce,Licensing,1
Censorship,E-commerce,Metamoderation,1
Censorship,E-commerce,Prompting,1
Censorship,E-commerce,Rating,1
Censorship,E-commerce,Self-censorship,1
Censorship,Education,Enframing,1
Censorship,Education,Monitoring,1
Censorship,Education,Removal,1
Censorship,Education,Restricting access,1
Censorship,Education,Self-censorship,1
Censorship,Educational material,Confiscation,1
Censorship,Educational material,Deplatforming,1
Censorship,Educational material,Disclosure,1
Censorship,Educational material,Economic,1
Censorship,Educational material,Monitoring,1
Censorship,Educational material,Redirection,1
Censorship,Educational material,Review,1
Censorship,Email,Coersive,1
Censorship,Email,Deplatforming,1
Censorship,Email,Disclosure,1
Censorship,Email,Economic,1
Censorship,Email,Modification,1
Censorship,Email,Profiling,1
Censorship,Email,Review,1
Censorship,File sharing / P2P,Blocking,1
Censorship,File sharing / P2P,Profiling,1
Censorship,File sharing / P2P,Removal,1
Censorship,Film,Coherence,1
Censorship,Film,Debate management,1
Censorship,Film,Inclusion,1
Censorship,Film,Other,1
Censorship,Government data,Coersive,1
Censorship,Government data,Modification,1
Censorship,Government data,Profiling,1
Censorship,Government website,Coherence,1
Censorship,Government website,Enframing,1
Censorship,Government website,Filtering,1
Censorship,Government website,Inclusion,1
Censorship,Government website,Intelligibility,1
Censorship,Government website,Intermediate,1
Censorship,Government website,Prompting,1
Censorship,Government website,Removal,1
Censorship,Government website,Removal from circulation,1
Censorship,Government website,Review,1
Censorship,Government website,Scheduling,1
Censorship,ISP,Coherence,1
Censorship,ISP,Intermediate,1
Censorship,ISP,Political censorship,1
Censorship,ISP,Prompting,1
Censorship,ISP,Restrictiong access,1
Censorship,Image,Filtering,1
Censorship,Image,Monitoring,1
Censorship,Image,Restricting access,1
Censorship,Image sharing platform,Enframing,1
Censorship,Image sharing platform,Interiorisation,1
Censorship,Image sharing platform,Profiling,1
Censorship,Image sharing platform,Redirection,1
Censorship,Image sharing platform,Removal from circulation,1
Censorship,Image sharing platform,Review,1
Censorship,Imageboard,Coersive,1
Censorship,Imageboard,Disclosure,1
Censorship,Imageboard,Interiorisation,1
Censorship,Imageboard,Labeling,1
Censorship,Imageboard,Marginalisation,1
Censorship,Imageboard,Modification,1
Censorship,Imageboard,Monitoring,1
Censorship,Imageboard,Removal from circulation,1
Censorship,Imageboard,Restricting access,1
Censorship,Imageboard,Self-censorship,1
Censorship,Infrastructure,Agenda setting,1
Censorship,Infrastructure,Disclosure,1
Censorship,Infrastructure,Enframing,1
Censorship,Infrastructure,Interiorisation,1
Censorship,Infrastructure,Modification,1
Censorship,Infrastructure,Removal,1
Censorship,Internet (general),Balancing,1
Censorship,Internet (general),Correcting,1
Censorship,Internet (general),Fairness,1
Censorship,Internet (general),Intermediate,1
Censorship,Internet (general),Protection of children,1
Censorship,Internet censorship infrastructure,Agenda setting,1
Censorship,Internet censorship infrastructure,Blocking,1
Censorship,Internet censorship infrastructure,Coersive,1
Censorship,Internet censorship infrastructure,Economic,1
Censorship,Internet censorship infrastructure,Enframing,1
Censorship,Internet censorship infrastructure,Filtering,1
Censorship,Internet censorship infrastructure,Flooding,1
Censorship,Internet censorship infrastructure,Marginalisation,1
Censorship,Internet censorship infrastructure,Monitoring,1
Censorship,Internet censorship infrastructure,Redirection,1
Censorship,Internet censorship infrastructure,Removal,1
Censorship,Internet censorship infrastructure,Removal from circulation,1
Censorship,Internet censorship infrastructure,Restricting access,1
Censorship,Internet censorship infrastructure,Review,1
Censorship,Internet censorship infrastructure,Scheduling,1
Censorship,Internet censorship infrastructure,Self-censorship,1
Censorship,Journalism,Redirection,1
Censorship,Legal,Enframing,1
Censorship,Legal,Labeling,1
Censorship,Legal,Profiling,1
Censorship,Library,Agenda setting,1
Censorship,Library,Interiorisation,1
Censorship,Library,Licensing,1
Censorship,Literature,Coersive,1
Censorship,Literature,Disclosure,1
Censorship,Literature,Interiorisation,1
Censorship,Literature,Labeling,1
Censorship,Literature,Licensing,1
Censorship,Literature,Monitoring,1
Censorship,Literature,Obfuscation,1
Censorship,Literature,Redirection,1
Censorship,MMoRPG,Blocking,1
Censorship,MMoRPG,Deplatforming,1
Censorship,MMoRPG,Enframing,1
Censorship,MMoRPG,Filtering,1
Censorship,MMoRPG,Metamoderation,1
Censorship,MMoRPG,Profiling,1
Censorship,MMoRPG,Redirection,1
Censorship,MMoRPG,Removal,1
Censorship,MMoRPG,Review,1
Censorship,Mass media (traditional),Metamoderation,1
Censorship,Mass media (traditional),Obfuscation,1
Censorship,Media (general),Monitoring,1
Censorship,Media (general),Restricting access,1
Censorship,Media (general),Self-censorship,1
Censorship,Messaging platform,Coherence,1
Censorship,Messaging platform,Other,1
Censorship,Messaging platform,Scheduling,1
Censorship,Mobile device,Coersive,1
Censorship,Mobile device,Deplatforming,1
Censorship,Mobile device,Economic,1
Censorship,Mobile device,Interiorisation,1
Censorship,Mobile device,Modification,1
Censorship,Mobile device,Monitoring,1
Censorship,Mobile device,Profiling,1
Censorship,Mobile device,Removal from circulation,1
Censorship,Mobile device,Review,1
Censorship,Music,Marginalisation,1
Censorship,Music,Prompting,1
Censorship,Music,Redirection,1
Censorship,Music,Scheduling,1
Censorship,Music streaming,Blocking,1
Censorship,Music streaming,Coersive,1
Censorship,Music streaming,Correcting,1
Censorship,Music streaming,Economic,1
Censorship,Music streaming,Labeling,1
Censorship,Music streaming,Licensing,1
Censorship,Music streaming,Rating,1
Censorship,Music streaming,Self-censorship,1
Censorship,News aggregator,Disclosure,1
Censorship,News aggregator,Labeling,1
Censorship,News aggregator,Licensing,1
Censorship,News aggregator,Marginalisation,1
Censorship,News aggregator,Profiling,1
Censorship,News aggregator,Redirection,1
Censorship,News aggregator,Review,1
Censorship,News media,Confiscation,1
Censorship,News media,Correcting,1
Censorship,News media,Interiorisation,1
Censorship,News media,Labeling,1
Censorship,News media,Prompting,1
Censorship,News media,Rating,1
Censorship,News media,Removal from circulation,1
Censorship,News media,Scheduling,1
Censorship,Online fora,Agenda setting,1
Censorship,Online fora,Confiscation,1
Censorship,Online fora,Correcting,1
Censorship,Online fora,Inclusion,1
Censorship,Online fora,Obfuscation,1
Censorship,Online gambling,Blocking,1
Censorship,Online gambling,Redirection,1
Censorship,Online gambling,Removal,1
Censorship,Online gambling,Restricting access,1
Censorship,Online learning platform,Blocking,1
Censorship,Online learning platform,Enframing,1
Censorship,Online learning platform,Filtering,1
Censorship,Oral communication,Balancing,1
Censorship,Oral communication,Deplatforming,1
Censorship,Oral communication,Enframing,1
Censorship,Oral communication,Interiorisation,1
Censorship,Oral communication,Licensing,1
Censorship,Oral communication,Monitoring,1
Censorship,Oral communication,Removal,1
Censorship,Payment platform,Agenda setting,1
Censorship,Payment platform,Coersive,1
Censorship,Payment platform,Confiscation,1
Censorship,Payment platform,Intelligibility,1
Censorship,Payment platform,Interiorisation,1
Censorship,Payment platform,Intermediate,1
Censorship,Payment platform,Licensing,1
Censorship,Payment platform,Marginalisation,1
Censorship,Payment platform,Scheduling,1
Censorship,Performing arts,Intermediate,1
Censorship,Performing arts,Prompting,1
Censorship,Photography,Economic,1
Censorship,Photography,Enframing,1
Censorship,Photography,Filtering,1
Censorship,Photography,Labeling,1
Censorship,Photography,Monitoring,1
Censorship,Photography,Obfuscation,1
Censorship,Photography,Rating,1
Censorship,Photography,Redirection,1
Censorship,Photography,Review,1
Censorship,Platforms,Coersive,1
Censorship,Platforms,Deplatforming,1
Censorship,Platforms,Intelligibility,1
Censorship,Platforms,Interiorisation,1
Censorship,Platforms,Intermediate,1
Censorship,Platforms,Licensing,1
Censorship,Platforms,Marginalisation,1
Censorship,Platforms,Metamoderation,1
Censorship,Platforms,Modification,1
Censorship,Platforms,Prompting,1
Censorship,Platforms,Rating,1
Censorship,Platforms,Removal from circulation,1
Censorship,Political website,Enframing,1
Censorship,Political website,Filtering,1
Censorship,Political website,Intermediate,1
Censorship,Political website,Prompting,1
Censorship,Political website,Removal,1
Censorship,Political website,Review,1
Censorship,Political website,Scheduling,1
Censorship,Portal,Correcting,1
Censorship,Portal,Deplatforming,1
Censorship,Portal,Intermediate,1
Censorship,Portal,Labeling,1
Censorship,Portal,Rating,1
Censorship,Portal,Redirection,1
Censorship,Portal,Removal from circulation,1
Censorship,Portal,Scheduling,1
Censorship,Postal mail,Blocking,1
Censorship,Postal mail,Confiscation,1
Censorship,Postal mail,Disclosure,1
Censorship,Postal mail,Enframing,1
Censorship,Postal mail,Filtering,1
Censorship,Postal mail,Interiorisation,1
Censorship,Postal mail,Licensing,1
Censorship,Postal mail,Modification,1
Censorship,Postal mail,Monitoring,1
Censorship,Postal mail,Profiling,1
Censorship,Postal mail,Removal,1
Censorship,Postal mail,Removal from circulation,1
Censorship,Postal mail,Restricting access,1
Censorship,Postal mail,Scheduling,1
Censorship,Postal mail,Self-censorship,1
Censorship,Print media,Debate management,1
Censorship,Print media,Flooding,1
Censorship,Print media,Protection of children,1
Censorship,Print media,Replacement,1
Censorship,Protocol,Correcting,1
Censorship,Protocol,Deplatforming,1
Censorship,Protocol,Labeling,1
Censorship,Protocol,Redirection,1
Censorship,Protocol,Scheduling,1
Censorship,Q&A platform,Blocking,1
Censorship,Q&A platform,Deplatforming,1
Censorship,Q&A platform,Enframing,1
Censorship,Q&A platform,Filtering,1
Censorship,Q&A platform,Labeling,1
Censorship,Q&A platform,Licensing,1
Censorship,Q&A platform,Marginalisation,1
Censorship,Q&A platform,Modification,1
Censorship,Q&A platform,Monitoring,1
Censorship,Q&A platform,Profiling,1
Censorship,Q&A platform,Removal,1
Censorship,Q&A platform,Review,1
Censorship,Q&A platform,Self-censorship,1
Censorship,Radio,Coherence,1
Censorship,Radio,Replacement,1
Censorship,Russian social media platform,Profiling,1
Censorship,Russian social media platform,Redirection,1
Censorship,Russian social media platform,Removal,1
Censorship,Russian social media platform,Self-censorship,1
Censorship,Search engine,Balancing,1
Censorship,Search engine,Bridging,1
Censorship,Search engine,Coherence,1
Censorship,Search engine,Flooding,1
Censorship,Search engine,Intelligibility,1
Censorship,Search engine,Other,1
Censorship,Short video platform,Blocking,1
Censorship,Short video platform,Coersive,1
Censorship,Short video platform,Deplatforming,1
Censorship,Short video platform,Disclosure,1
Censorship,Short video platform,Enframing,1
Censorship,Short video platform,Filtering,1
Censorship,Short video platform,Interiorisation,1
Censorship,Short video platform,Licensing,1
Censorship,Short video platform,Marginalisation,1
Censorship,Short video platform,Modification,1
Censorship,Short video platform,Monitoring,1
Censorship,Short video platform,Profiling,1
Censorship,Short video platform,Rating,1
Censorship,Short video platform,Removal,1
Censorship,Short video platform,Restricting access,1
Censorship,Short video platform,Review,1
Censorship,Short video platform,Self-censorship,1
Censorship,Social media platform,Bridging,1
Censorship,Social media platform,Flooding,1
Censorship,Social media platform,Political censorship,1
Censorship,Software,Deplatforming,1
Censorship,Software,Modification,1
Censorship,Streaming services,Blocking,1
Censorship,Streaming services,Coersive,1
Censorship,Streaming services,Correcting,1
Censorship,Streaming services,Labeling,1
Censorship,Streaming services,Modification,1
Censorship,Streaming services,Monitoring,1
Censorship,Streaming services,Review,1
Censorship,Streaming services,Self-censorship,1
Censorship,Telegraph,Agenda setting,1
Censorship,Telegraph,Blocking,1
Censorship,Telegraph,Coersive,1
Censorship,Telegraph,Modification,1
Censorship,Telegraph,Monitoring,1
Censorship,Telegraph,Removal,1
Censorship,Telegraph,Restricting access,1
Censorship,Telephony,Agenda setting,1
Censorship,Telephony,Disclosure,1
Censorship,Telephony,Economic,1
Censorship,Telephony,Interiorisation,1
Censorship,Telephony,Obfuscation,1
Censorship,Television,Coherence,1
Censorship,Television,Other,1
Censorship,Television,Protection of children,1
Censorship,Television,Replacement,1
Censorship,VPN,Agenda setting,1
Censorship,VPN,Coersive,1
Censorship,VPN,Labeling,1
Censorship,VPN,Marginalisation,1
Censorship,VPN,Obfuscation,1
Censorship,VPN,Prompting,1
Censorship,VPN,Rating,1
Censorship,Video,Blocking,1
Censorship,Video,Modification,1
Censorship,Video,Scheduling,1
Censorship,Video,Self-censorship,1
Censorship,Video game,Coersive,1
Censorship,Video game,Economic,1
Censorship,Video game,Interiorisation,1
Censorship,Video game,Intermediate,1
Censorship,Video game,Obfuscation,1
Censorship,Video game,Profiling,1
Censorship,Video sharing platform,Balancing,1
Censorship,Video sharing platform,Bridging,1
Censorship,Video sharing platform,Inclusion,1
Censorship,Video sharing platform,Other,1
Censorship,Video sharing platform,Prompting,1
Censorship,Video streaming platform,Coersive,1
Censorship,Video streaming platform,Correcting,1
Censorship,Video streaming platform,Economic,1
Censorship,Video streaming platform,Licensing,1
Censorship,Video streaming platform,Modification,1
Censorship,Video streaming platform,Obfuscation,1
Censorship,Video streaming platform,Rating,1
Censorship,Video streaming platform,Redirection,1
Censorship,Videoconferencing,Enframing,1
Censorship,Videoconferencing,Interiorisation,1
Censorship,Videoconferencing,Rating,1
Censorship,Videoconferencing,Self-censorship,1
Censorship,Visual arts,Agenda setting,1
Censorship,Visual arts,Correcting,1
Censorship,Visual arts,Restricting access,1
Censorship,Visual arts,Scheduling,1
Censorship,Web,Disclosure,1
Censorship,Web,Economic,1
Censorship,Web,Enframing,1
Censorship,Web,Interiorisation,1
Censorship,Web,Licensing,1
Censorship,Web,Marginalisation,1
Censorship,Web,Profiling,1
Censorship,Web,Rating,1
Censorship,Web hosting,Blocking,1
Censorship,Web hosting,Deplatforming,1
Censorship,Web hosting,Enframing,1
Censorship,Web hosting,Filtering,1
Censorship,Web hosting,Monitoring,1
Censorship,Web hosting,Profiling,1
Censorship,Web hosting,Removal,1
Censorship,Web hosting,Restricting access,1
Censorship,Wikis,Balancing,1
Censorship,Wikis,Correcting,1
Censorship,Wikis,Flooding,1
Censorship,Wikis,Interiorisation,1
Censorship,Wikis,Scheduling,1
Content moderation,AI,Coersive,1
Content moderation,AI,Inclusion,1
Content moderation,AI,Interoperability,1
Content moderation,AI,Licensing,1
Content moderation,AI,Removal from circulation,1
Content moderation,AI,Scheduling,1
Content moderation,Academic publications,Blocking,1
Content moderation,Academic publications,Filtering,1
Content moderation,Academic publications,Metamoderation,1
Content moderation,Academic publications,Rating,1
Content moderation,Academic publications,Removal,1
Content moderation,Adult content platform,Blocking,1
Content moderation,Adult content platform,Deplatforming,1
Content moderation,Adult content platform,Disclosure,1
Content moderation,Adult content platform,Economic,1
Content moderation,Adult content platform,Interiorisation,1
Content moderation,Adult content platform,Labeling,1
Content moderation,Adult content platform,Prompting,1
Content moderation,Adult content platform,Redirection,1
Content moderation,Adult content platform,Removal from circulation,1
Content moderation,Adult content platform,Self-censorship,1
Content moderation,Advertising,Filtering,1
Content moderation,Advertising,Profiling,1
Content moderation,Advertising,Removal,1
Content moderation,Advertising,Review,1
Content moderation,Algorithms,Blocking,1
Content moderation,Algorithms,Coersive,1
Content moderation,Algorithms,Correcting,1
Content moderation,Algorithms,Economic,1
Content moderation,Algorithms,Filtering,1
Content moderation,Algorithms,Marginalisation,1
Content moderation,Algorithms,Monitoring,1
Content moderation,Algorithms,Restricting access,1
Content moderation,Alt-tech,Agenda setting,1
Content moderation,Alt-tech,Balancing,1
Content moderation,Alt-tech,Bridging,1
Content moderation,Alt-tech,Inclusion,1
Content moderation,Alt-tech,Intermediate,1
Content moderation,Alt-tech,Prompting,1
Content moderation,Alt-tech,Reporting,1
Content moderation,Alternative news media,Correcting,1
Content moderation,Alternative news media,Disclosure,1
Content moderation,Alternative news media,Enframing,1
Content moderation,Alternative news media,Marginalisation,1
Content moderation,Alternative news media,Monitoring,1
Content moderation,Alternative news media,Profiling,1
Content moderation,Alternative news media,Removal,1
Content moderation,Alternative news media,Review,1
Content moderation,App,Correcting,1
Content moderation,App,Labeling,1
Content moderation,App store,Agenda setting,1
Content moderation,App store,Bridging,1
Content moderation,App store,Coherence,1
Content moderation,App store,Interiorisation,1
Content moderation,App store,Licensing,1
Content moderation,App store,Prompting,1
Content moderation,App store,Transparency in moderation/reporting,1
Content moderation,Blog,Agenda setting,1
Content moderation,Blog,Coersive,1
Content moderation,Blog,Escalation,1
Content moderation,Blog,Inclusion,1
Content moderation,Blog,Intelligibility,1
Content moderation,Blog,Licensing,1
Content moderation,Blog,Other,1
Content moderation,Blog,Prompting,1
Content moderation,Blog,Removal from circulation,1
Content moderation,Book social network,Coherence,1
Content moderation,Book social network,Enframing,1
Content moderation,Book social network,Filtering,1
Content moderation,Book social network,Review,1
Content moderation,Citizen science platform,Correcting,1
Content moderation,Citizen science platform,Enframing,1
Content moderation,Citizen science platform,Inclusion,1
Content moderation,Citizen science platform,Labeling,1
Content moderation,Citizen science platform,Metamoderation,1
Content moderation,Citizen science platform,Rating,1
Content moderation,Citizen science platform,Removal,1
Content moderation,Citizen science platform,Restricting access,1
Content moderation,Citizen science platform,Review,1
Content moderation,Civic tech,Enframing,1
Content moderation,Civic tech,Review,1
Content moderation,Civic tech,Self-censorship,1
Content moderation,Cloud computing,Intelligibility,1
Content moderation,Cloud computing,Licensing,1
Content moderation,Cloud computing,Scheduling,1
Content moderation,Cloud computing,Self-censorship,1
Content moderation,Code repository,Blocking,1
Content moderation,Code repository,Bridging,1
Content moderation,Code repository,Deplatforming,1
Content moderation,Code repository,Disclosure,1
Content moderation,Code repository,Economic,1
Content moderation,Code repository,Escalation,1
Content moderation,Code repository,Labeling,1
Content moderation,Code repository,Metamoderation,1
Content moderation,Code repository,Modification,1
Content moderation,Code repository,Obfuscation,1
Content moderation,Code repository,Profiling,1
Content moderation,Code repository,Redirection,1
Content moderation,Code repository,Removal from circulation,1
Content moderation,Code repository,Review,1
Content moderation,Comment platform,Balancing,1
Content moderation,Comment platform,Bridging,1
Content moderation,Comment platform,Correcting,1
Content moderation,Comment platform,Economic,1
Content moderation,Comment platform,Enframing,1
Content moderation,Comment platform,Inclusion,1
Content moderation,Comment platform,Labeling,1
Content moderation,Comment platform,Marginalisation,1
Content moderation,Comment platform,Modification,1
Content moderation,Comment platform,Monitoring,1
Content moderation,Comment platform,Removal,1
Content moderation,Comment platform,Restricting access,1
Content moderation,Computer network,Agenda setting,1
Content moderation,Computer network,Correcting,1
Content moderation,Computer network,Deplatforming,1
Content moderation,Computer network,Disclosure,1
Content moderation,Computer network,Economic,1
Content moderation,Computer network,Enframing,1
Content moderation,Computer network,Labeling,1
Content moderation,Computer network,Metamoderation,1
Content moderation,Computer network,Prompting,1
Content moderation,Computer network,Removal,1
Content moderation,Computer network,Self-censorship,1
Content moderation,Crowdfunding,Blocking,1
Content moderation,Crowdfunding,Intelligibility,1
Content moderation,Crowdfunding,Labeling,1
Content moderation,Crowdfunding,Metamoderation,1
Content moderation,Crowdfunding,Obfuscation,1
Content moderation,Crowdfunding,Profiling,1
Content moderation,Crowdfunding,Prompting,1
Content moderation,Crowdfunding,Rating,1
Content moderation,Crowdfunding,Redirection,1
Content moderation,Crowdfunding,Restricting access,1
Content moderation,Crowdfunding,Self-censorship,1
Content moderation,Crowdsourcing platform,Balancing,1
Content moderation,Crowdsourcing platform,Blocking,1
Content moderation,Crowdsourcing platform,Correcting,1
Content moderation,Crowdsourcing platform,Disclosure,1
Content moderation,Crowdsourcing platform,Modification,1
Content moderation,Crowdsourcing platform,Rating,1
Content moderation,Cryptocurrency,Filtering,1
Content moderation,Cryptocurrency,Metamoderation,1
Content moderation,Dark web,Blocking,1
Content moderation,Dark web,Deplatforming,1
Content moderation,Dark web,Filtering,1
Content moderation,Dark web,Monitoring,1
Content moderation,Dark web,Profiling,1
Content moderation,Dark web,Removal,1
Content moderation,Dark web,Review,1
Content moderation,Dating app,Correcting,1
Content moderation,Dating app,Escalation,1
Content moderation,Dating app,Profiling,1
Content moderation,Decentralized social media,Coersive,1
Content moderation,Decentralized social media,Interiorisation,1
Content moderation,Decentralized social media,Interoperability,1
Content moderation,Decentralized social media,Licensing,1
Content moderation,Decentralized social media,Obfuscation,1
Content moderation,Decentralized social media,Redirection,1
Content moderation,Decentralized social media,Removal from circulation,1
Content moderation,Deliberation platform,Balancing,1
Content moderation,Deliberation platform,Blocking,1
Content moderation,Deliberation platform,Bridging,1
Content moderation,Deliberation platform,Coherence,1
Content moderation,Deliberation platform,Disclosure,1
Content moderation,Deliberation platform,Inclusion,1
Content moderation,Deliberation platform,Rating,1
Content moderation,Deliberation platform,Redirection,1
Content moderation,Deliberation platform,Removal from circulation,1
Content moderation,E-commerce,Bridging,1
Content moderation,E-commerce,Coersive,1
Content moderation,E-commerce,Escalation,1
Content moderation,E-commerce,Fairness,1
Content moderation,E-commerce,Interiorisation,1
Content moderation,E-commerce,Intermediate,1
Content moderation,E-commerce,Interoperability,1
Content moderation,E-commerce,Prompting,1
Content moderation,Email,Correcting,1
Content moderation,Email,Metamoderation,1
Content moderation,Email,Redirection,1
Content moderation,Email,Removal,1
Content moderation,Email,Restricting access,1
Content moderation,Encrypted messaging,Monitoring,1
Content moderation,Encrypted messaging,Profiling,1
Content moderation,Encrypted messaging,Removal,1
Content moderation,Encrypted messaging,Restricting access,1
Content moderation,Encrypted messaging,Review,1
Content moderation,Fact-checking,Correcting,1
Content moderation,Fact-checking,Labeling,1
Content moderation,Fact-checking,Marginalisation,1
Content moderation,Fact-checking,Metamoderation,1
Content moderation,Fact-checking,Removal,1
Content moderation,Fact-checking,Review,1
Content moderation,Fanfiction platform,Blocking,1
Content moderation,Fanfiction platform,Deplatforming,1
Content moderation,Fanfiction platform,Economic,1
Content moderation,Fanfiction platform,Labeling,1
Content moderation,Fanfiction platform,Modification,1
Content moderation,Fanfiction platform,Profiling,1
Content moderation,Fanfiction platform,Removal,1
Content moderation,Fanfiction platform,Self-censorship,1
Content moderation,Film,Balancing,1
Content moderation,Film,Blocking,1
Content moderation,Film,Coersive,1
Content moderation,Film,Coherence,1
Content moderation,Film,Deplatforming,1
Content moderation,Film,Disclosure,1
Content moderation,Film,Economic,1
Content moderation,Film,Marginalisation,1
Content moderation,Film,Metamoderation,1
Content moderation,Film,Monitoring,1
Content moderation,Film,Prompting,1
Content moderation,Film,Removal from circulation,1
Content moderation,Gaming platform,Deplatforming,1
Content moderation,Gaming platform,Enframing,1
Content moderation,Gaming platform,Filtering,1
Content moderation,Gaming platform,Labeling,1
Content moderation,Gaming platform,Marginalisation,1
Content moderation,Gaming platform,Profiling,1
Content moderation,Gaming platform,Review,1
Content moderation,Government website,Bridging,1
Content moderation,Government website,Enframing,1
Content moderation,Government website,Filtering,1
Content moderation,Government website,Inclusion,1
Content moderation,Government website,Intelligibility,1
Content moderation,Government website,Marginalisation,1
Content moderation,Government website,Monitoring,1
Content moderation,Government website,Prompting,1
Content moderation,Government website,Removal from circulation,1
Content moderation,Government website,Review,1
Content moderation,Government website,Self-censorship,1
Content moderation,ISP,Agenda setting,1
Content moderation,ISP,Escalation,1
Content moderation,ISP,Interiorisation,1
Content moderation,ISP,Intermediate,1
Content moderation,ISP,Interoperability,1
Content moderation,ISP,Licensing,1
Content moderation,ISP,Other,1
Content moderation,ISP,Reporting,1
Content moderation,ISP,Restriction access,1
Content moderation,ISP,Transparency in moderation/reporting,1
Content moderation,Image,Blocking,1
Content moderation,Image,Enframing,1
Content moderation,Image,Filtering,1
Content moderation,Image,Intermediate,1
Content moderation,Image,Monitoring,1
Content moderation,Image,Profiling,1
Content moderation,Image,Restricting access,1
Content moderation,Image,Review,1
Content moderation,Image,Self-censorship,1
Content moderation,Image sharing platform,Agenda setting,1
Content moderation,Image sharing platform,Correcting,1
Content moderation,Image sharing platform,Deplatforming,1
Content moderation,Image sharing platform,Interiorisation,1
Content moderation,Image sharing platform,Marginalisation,1
Content moderation,Image sharing platform,Modification,1
Content moderation,Image sharing platform,Redirection,1
Content moderation,Image sharing platform,Restricting access,1
Content moderation,Image sharing platform,Self-censorship,1
Content moderation,Imageboard,Agenda setting,1
Content moderation,Imageboard,Coersive,1
Content moderation,Imageboard,Intelligibility,1
Content moderation,Imageboard,Intermediate,1
Content moderation,Imageboard,Licensing,1
Content moderation,Imageboard,Scheduling,1
Content moderation,Infrastructure,Coersive,1
Content moderation,Infrastructure,Escalation,1
Content moderation,Infrastructure,Licensing,1
Content moderation,Infrastructure,Metamoderation,1
Content moderation,Infrastructure,Prompting,1
Content moderation,Infrastructure,Scheduling,1
Content moderation,Internet (general),Correcting,1
Content moderation,Internet (general),Intelligibility,1
Content moderation,Internet (general),Labeling,1
Content moderation,Internet (general),Restricting access,1
Content moderation,Internet (general),Scheduling,1
Content moderation,Internet (general),Self-censorship,1
Content moderation,Live streaming,Blocking,1
Content moderation,Live streaming,Deplatforming,1
Content moderation,Live streaming,Disclosure,1
Content moderation,Live streaming,Documenting,1
Content moderation,Live streaming,Enframing,1
Content moderation,Live streaming,Labeling,1
Content moderation,Live streaming,Metamoderation,1
Content moderation,Live streaming,Monitoring,1
Content moderation,Live streaming,Profiling,1
Content moderation,MMoRPG,Agenda setting,1
Content moderation,MMoRPG,Blocking,1
Content moderation,MMoRPG,Enframing,1
Content moderation,MMoRPG,Intermediate,1
Content moderation,MMoRPG,Monitoring,1
Content moderation,MMoRPG,Restricting access,1
Content moderation,MMoRPG,Review,1
Content moderation,Mailing list,Balancing,1
Content moderation,Mailing list,Coherence,1
Content moderation,Mailing list,Deplatforming,1
Content moderation,Mailing list,Intelligibility,1
Content moderation,Mailing list,Interiorisation,1
Content moderation,Mailing list,Monitoring,1
Content moderation,Mailing list,Prompting,1
Content moderation,Mailing list,Rating,1
Content moderation,Map app,Deplatforming,1
Content moderation,Map app,Disclosure,1
Content moderation,Map app,Economic,1
Content moderation,Map app,Interiorisation,1
Content moderation,Map app,Labeling,1
Content moderation,Map app,Modification,1
Content moderation,Map app,Obfuscation,1
Content moderation,Map app,Rating,1
Content moderation,Marketplace,Balancing,1
Content moderation,Marketplace,Bridging,1
Content moderation,Marketplace,Coersive,1
Content moderation,Marketplace,Confiscation,1
Content moderation,Marketplace,Interiorisation,1
Content moderation,Marketplace,Removal from circulation,1
Content moderation,Marketplace,Restriction access,1
Content moderation,Messaging platform,Algorithmic moderation systems,1
Content moderation,Messaging platform,Interoperability,1
